NameCorp,Chapter,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,Voluntary,YearFiled,Date10k1Before,Sales1Before,EbitBefore,EbitCurrDollars,EbitdaBefore,Assets1Before,Liab1Before
Lonestar Resources US Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,195.152,-7.957,-9.07335841785769,95.161,720.779,599.892
Loral Space & Communications Ltd.,11,D: Manufacturing,366,36 Electronic And Other Electrical Equipment And Components,3663,voluntary,2003,2002-12-31,1098.425,-82.029,-132.38695548124,100.871,2692.8,2905.798
"LSC Communications, Inc.",11,D: Manufacturing,275,"27 Printing, Publishing, And Allied Industries",2750,voluntary,2020,2019-12-31,3326.0,-12.0,-13.8912511847232,108.0,1649.0,1721.0
LTV Corp. (1986),11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1986,1985-12-31,8198.8,-119.302,-323.36507483105,127.898,6306.7,5360.6
LTV Corp. (2000),11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,2000,1999-12-31,4934.0,-122.0,-208.099045977012,152.0,6101.0,4612.0
Magellan Health Services Inc.,11,I: Services,806,80 Health Services,8060,voluntary,2003,2002-09-30,1753.058,120.186,193.652791758958,167.744,1004.08,1506.419
Magnum Hunter Resources Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2015,2014-12-31,391.469,-460.245,-577.525992030441,-196.432,1669.829,1137.974
Majestic Capital Ltd.,11,"H: Finance, Insurance, And Real Estate",633,63 Insurance Carriers,6331,voluntary,2011,2010-12-31,61.798,-26.019,-34.3359498768374,-25.159,436.191,421.757
"Majestic Star Casino, LLC",11,I: Services,790,79 Amusement And Recreation Services,7900,voluntary,2009,2008-12-31,330.973,18.419,25.273712172908,52.26,403.51,723.0
Mallinckrodt plc,11,D: Manufacturing,283,28 Chemicals and Allied Products,2834,voluntary,2020,2019-12-27,3162.5,282.9,322.456761832343,1234.0,10338.9,8398.2
Manville Corp.,11,D: Manufacturing,329,"32 Stone, Clay, Glass, And Concrete Products",3296,voluntary,1982,1981-12-31,2021.783,163.663,497.182061525077,245.553,2297.814,1094.53
"Mariner Post-Acute Network, Inc.",11,I: Services,805,80 Health Services,8051,voluntary,2000,1999-09-30,2272.58,-279.051,-490.648694591232,-158.525,1274.971,2651.821
Marion Corp.,11,B: Mining,131,13 Oil And Gas Extraction,1311,involuntary,1983,1983-01-31,382.488,-21.168,-64.1736353013279,0.55,164.321,135.327
"Marvel Entertainment Group, Inc.",11,D: Manufacturing,272,"27 Printing, Publishing, And Allied Industries",2721,voluntary,1996,1995-12-31,828.9,30.2,56.5149394703657,58.5,1213.0,934.8
McClatchy Company,11,D: Manufacturing,271,"27 Printing, Publishing, And Allied Industries",2711,voluntary,2020,2019-12-29,709.516,23.57,27.0432943273104,69.591,911.255,1634.711
McCrory Corp.,11,G: Retail Trade,533,53 General Merchandise Stores,5331,voluntary,1992,1992-01-31,1362.7,-63.815,-136.652962157287,-13.173,651.829,568.76
"McDermott International, Inc.",11,D: Manufacturing,344,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3443,voluntary,2020,2019-12-31,8431.0,-220.0,-253.111163657931,-5.0,8737.0,10590.0
McLean Industries Inc.,11,"H: Finance, Insurance, And Real Estate",671,67 Holding And Other Investment Offices,6719,voluntary,1986,1985-12-31,12.683,41.613,111.871499646739,92.696,599.83,331.862
McLeodUSA Incorporated (2005),11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2005,2004-12-31,716.2,-302.8,-451.155279116466,-4.2,1025.8,997.0
"McLeodUSA, Inc. (2002)",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2002,2001-12-31,1810.8,-528.6,-885.866144551101,89.2,4755.1,4572.0
McLouth Steel Corp.,11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1981,1980-12-31,614.012,-33.524,-105.849176893617,-10.042,446.085,314.176867
"Medical Resources, Inc.",11,I: Services,807,80 Health Services,8071,voluntary,2000,1999-12-31,157.64,-5.839,-10.1167407063631,14.476,220.056,157.0
"Megafoods Stores, Inc.",11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1994,1994-01-01,409.222,-15.184,-30.245407033557,-8.821,198.467,164.841
"Melinta Therapeutics, Inc.",11,D: Manufacturing,283,28 Chemicals and Allied Products,2834,voluntary,2019,2018-12-31,96.43,-121.122,-139.892153424082,-104.221,441.59,251.526
Memorex Telex N.V. (1992),11,D: Manufacturing,357,35 Industrial and Commercial Machinery and Computer Equipment,3575,voluntary,1992,1991-03-31,1869.946,107.957,232.015305785663,187.161,1736.158,1835.731
Memorex Telex N.V. (1994),11,D: Manufacturing,357,35 Industrial and Commercial Machinery and Computer Equipment,3575,voluntary,1994,1993-03-31,1326.372,-28.485,-57.6296015337423,15.625,1138.985,1362.955
Memorial Production Partners LP,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2017,2016-12-31,284.58,-307.402,-375.705679046611,-125.542,1973.254,1873.765
Merry-Go-Round Enterprises Inc.,11,G: Retail Trade,561,56 Apparel And Accessory Stores,5611,voluntary,1994,1993-01-30,877.499,60.684,123.193085827633,89.726,364.705,129.089
"Meruelo Maddux Properties, Inc.",11,"H: Finance, Insurance, And Real Estate",650,65 Real Estate,6500,voluntary,2009,2008-12-31,24.184,-150.856,-210.501214066761,-143.765,681.769,342.0
"Metals USA, Inc.",11,F: Wholesale Trade,505,50 Wholesale Trade-durable Goods,5051,voluntary,2001,2000-12-31,2021.6,71.4,119.792570944036,97.2,1104.8,730.0
"Metricom, Inc.",11,D: Manufacturing,366,36 Electronic And Other Electrical Equipment And Components,3663,voluntary,2001,2000-12-31,11.846,-239.359,-400.231172523944,-218.897,1253.6,374.0
MF Global Holdings Ltd.,11,"H: Finance, Insurance, And Real Estate",620,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6200,voluntary,2011,2011-03-31,2233.6,278.442,364.987126962605,322.874,40541.602,39037.258
MGF Oil Corp.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,1984,1983-12-31,57.157,-47.041,-132.589056761633,13.172,227.715,265.251
Michigan General Corporation (1987),11,G: Retail Trade,521,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,voluntary,1987,1986-12-31,386.025,-5.585,-14.7081743123336,0.708,201.269,189.473
"MicroAge, Inc.",11,F: Wholesale Trade,504,50 Wholesale Trade-durable Goods,5045,voluntary,2000,1999-10-31,6149.613,10.376,17.9776162988908,54.95,786.643,654.0
"Midstates Petroleum Company, Inc.",11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,365.145,-1607.332,-1993.85322139421,-1407.079,679.167,2005.233
Midway Airlines Corp (2001),11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2001,2000-12-31,281.627,-14.242,-23.8139880225352,-3.725,348.8,247.0
Midway Airlines Inc. (1991),11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,1991,1990-12-31,655.368,-93.985,-206.625674407407,-63.527,347.372,378.74
"Midwest Banc Holdings, Inc.",11,"H: Finance, Insurance, And Real Estate",602,60 Depository Institutions,6021,voluntary,2010,2009-12-31,167.638,-139.36,-189.461092015098,-133.759,3435.545,3379.0
Mirant Corp.,11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,2003,2002-12-31,6436.0,-908.0,-1465.42510059815,-620.0,19415.0,15810.0
Mississippi Chemical Corp.,11,D: Manufacturing,287,28 Chemicals and Allied Products,2870,voluntary,2003,2002-06-30,451.294,-31.979,-51.7235491171662,12.764,630.3,451.0
MMR Holding Corp.,11,C: Construction,173,17 Construction Special Trade Contractors,1731,voluntary,1990,1989-06-30,574.588,-1.239,-2.85727648018648,0.366,216.275,187.264
"Molten Metal Technology, Inc.",11,"E: Transportation, Communications, Electric, Gas",495,"49 Electric, Gas, And Sanitary Services",4955,voluntary,1997,1996-12-31,63.51119,-31.859,-58.6215475697458,-26.009,272.745249,209.233417
"Molycorp, Inc.",11,B: Mining,100,10 Metal Mining,1000,voluntary,2015,2014-12-31,475.612,-219.221,-272.647839560338,-96.364,2575.986,1771.683
Momentive Performance Materials Inc.,11,D: Manufacturing,286,28 Chemicals and Allied Products,2860,voluntary,2014,2013-12-31,2398.0,52.0,65.1002395896605,223.0,2694.0,4174.0
Monarch Capital Corp.,11,"H: Finance, Insurance, And Real Estate",631,63 Insurance Carriers,6311,involuntary,1991,1990-12-31,6.047,-18.917,-41.4049325147493,-16.817,206.029,412.715
"Monitronics International, Inc.",11,I: Services,738,73 Business Services,7380,voluntary,2019,2018-12-31,540.358,66.375,76.9097764725173,289.448,1305.768,1894.743
Montgomery Ward Holding Corp. (1997),11,G: Retail Trade,531,53 General Merchandise Stores,5311,voluntary,1997,1996-12-28,6620.0,-264.0,-488.189457943925,-134.0,4879.0,4271.0
Morrison Knudsen Corp.,11,C: Construction,154,15 Building Construction General Contractors And Operative Builders,1540,voluntary,1996,1995-12-31,1708.666,-65.062,-123.230417447352,-41.883,628.16,821.842
Mortgage & Realty Trust (1990),11,"H: Finance, Insurance, And Real Estate",616,61 Non-depository Credit Institutions,6160,voluntary,1990,1989-09-30,19.946,50.806,116.982687214895,50.806,520.855,333.293
"Movie Gallery, Inc. (2007)",11,I: Services,784,78 Motion Pictures,7841,voluntary,2007,2006-12-31,2541.933,116.792,165.933533863092,447.847,1153.277,1390.0
MPC Corporation,11,I: Services,737,73 Business Services,7372,voluntary,2008,2007-12-31,364.972,-14.299,-19.9806982250471,-7.667,266.275,260.0
Mpower Holding Corp.,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2002,2001-12-31,195.695,-234.514,-387.113746707453,-158.396,613.6,518.0
National Convenience Stores Inc.,11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1991,1991-06-30,1073.958,4.552,9.79709894126178,29.947,364.329,294.231
"National Energy Group, Inc.",11,B: Mining,131,13 Oil And Gas Extraction,1311,involuntary,1998,1997-12-31,54.561,-30.761,-55.7033100488103,-8.239,254.4,206.0
National Equipment Services Inc.,11,I: Services,735,73 Business Services,7359,voluntary,2003,2002-12-31,621.334,4.604,7.43850510615133,134.001,862.6,853.0
National Gypsum Co.,11,D: Manufacturing,327,"32 Stone, Clay, Glass, And Concrete Products",3275,voluntary,1990,1989-12-31,1364.07,49.395,109.81489,114.852,1443.848,1407.527
National Steel Corp.,11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,2002,2001-12-31,2492.0,-473.1,-785.316894295302,-305.2,2308.0,2618.0
"NationsRent, Inc.",11,I: Services,735,73 Business Services,7359,voluntary,2001,2000-12-31,669.048,73.296,123.112806519525,175.25,1720.0,1279.0
"Neenah Enterprises, Inc. (2010)",11,D: Manufacturing,332,33 Primary Metal Industries,3320,voluntary,2010,2009-09-30,332.998,-47.437,-64.95844943504,-7.519,286.611,449.0
Neenah Foundry Company (2003),11,D: Manufacturing,322,"32 Stone, Clay, Glass, And Concrete Products",3220,voluntary,2003,2002-09-30,405.218,31.079,49.9683313271939,60.558,582.473,595.0
New Valley Corp.,11,I: Services,738,73 Business Services,7389,involuntary,1991,1990-12-31,593.036,-12.793,-26.4409750766017,38.433,275.407,945.828
NewPage Corporation,11,D: Manufacturing,262,26 Paper and Allied Products,2621,voluntary,2011,2010-12-31,3596.0,-98.0,-128.195311363706,171.0,3511.0,4168.0
"NewPower Holdings, Inc.",11,"E: Transportation, Communications, Electric, Gas",493,"49 Electric, Gas, And Sanitary Services",4931,voluntary,2002,2001-12-31,369.928,-401.508,-662.40339008338,-401.508,311.9,117.0
"NII Holdings, Inc. (2014)",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2014,2013-12-31,4772.564,-339.811,-423.704834105642,294.388,8679.954,8324.567
Noble Corporation plc,11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2020,2019-12-31,1305.438,-117.837,-134.980830212929,322.384,8284.498,4625.526
Noranda Aluminum Holding Corporation,11,D: Manufacturing,333,33 Primary Metal Industries,3334,voluntary,2016,2015-12-31,1228.1,-110.1,-137.814566595392,-22.4,1087.6,1259.5
"Nortel Networks Corp. (Nortel Networks, Inc. only)",11,D: Manufacturing,366,36 Electronic And Other Electrical Equipment And Components,3661,voluntary,2009,2008-12-31,10431.0,513.0,721.254670772146,850.0,8837.0,11966.0
Northwest Airlines Corporation,11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2005,2004-12-31,8432.0,-225.0,-335.912097585513,303.0,14042.0,16866.0
NorthWestern Corporation,11,"E: Transportation, Communications, Electric, Gas",493,"49 Electric, Gas, And Sanitary Services",4931,voluntary,2003,2002-12-31,1991.509,-629.634,-1009.03608152268,-501.649,2672.925,2748.411
Northwestern Steel & Wire Co.,11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,2000,2000-07-31,365.269,-23.648,-40.3371003218391,-9.445,259.846,296.0
"NRG Energy, Inc. (2002)",no order for relief,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,involuntary,2002,2001-12-31,3008.64,504.79,826.366010093767,717.283,12894.545,10589.615
"NRG Energy, Inc. (2003)",11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,2003,2002-12-31,2281.149,195.273,315.838913247956,451.472,10883.688,11550.046
"NTELOS, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2003,2002-12-31,262.727,-17.394,-28.0265310423453,62.134,729.521,785.511
"NTK Holdings, Inc.",11,D: Manufacturing,363,36 Electronic And Other Electrical Equipment And Components,3634,voluntary,2009,2008-12-31,2269.7,111.0,152.379588344126,179.6,1983.6,2797.0
"Nu-kote Holding, Inc.",11,D: Manufacturing,395,39 Miscellaneous Manufacturing Industries,3950,voluntary,1998,1998-03-31,295.703,-25.966,-46.9916518414634,-15.346,228.1,237.0
"Nuverra Environmental Solutions, Inc.",11,B: Mining,138,13 Oil And Gas Extraction,1389,voluntary,2017,2016-12-31,152.176,-75.224,-91.2270005597937,-14.461,342.604,511.67
NVR LP,11,C: Construction,153,15 Building Construction General Contractors And Operative Builders,1531,voluntary,1992,1991-12-31,651.617,-44.594,-94.8771714551971,-29.475,1570.854,1690.431
"O Brien Environmental Energy, Inc.",11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,1994,1994-06-30,106.589,2.735,5.43333196117805,12.55,237.816,237.68
Oasis Petroleum Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,2071.744,182.662,208.289279291532,975.71,7499.253,3662.172
Oglebay Norton Company,11,B: Mining,140,"14 Mining and Quarrying of Nonmetallic Minerals, Except Fuels",1400,voluntary,2004,2003-12-31,404.229,7.923,12.6290152040816,45.7,648.694,561.0
Oneida Ltd.,11,D: Manufacturing,391,39 Miscellaneous Manufacturing Industries,3910,voluntary,2006,2006-01-28,350.819,-25.66,-38.1171722722723,-13.597,300.171,333.468
Orchard Supply Hardware Stores Corporation,11,G: Retail Trade,520,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5200,voluntary,2013,2013-02-02,657.3,-28.677,-36.4501146404344,-1.077,407.413,438.023
Orchids Paper Products Company,11,D: Manufacturing,262,26 Paper and Allied Products,2621,voluntary,2019,2018-12-31,186.682,-15.708,-18.2434895831703,1.957,334.185,229.813
Orion Pictures Corp.,11,I: Services,781,78 Motion Pictures,7812,voluntary,1991,1991-02-28,507.304,-0.839,-1.80574824510515,437.083,1058.673,909.904
Outboard Marine Corporation,11,D: Manufacturing,351,35 Industrial and Commercial Machinery and Computer Equipment,3510,voluntary,2000,1999-12-31,1110.9,7.7,13.1341201149425,58.3,848.4,768.0
"Overseas Shipholding Group, Inc.",11,"E: Transportation, Communications, Electric, Gas",441,44 Water Transportation,4412,voluntary,2012,2011-12-31,1049.531,-144.248,-185.962069732996,7.793,4034.349,2479.104
Owens Corning,11,D: Manufacturing,329,"32 Stone, Clay, Glass, And Concrete Products",3290,voluntary,2000,1999-12-31,5048.0,578.0,985.911873563219,788.0,6494.0,7137.0
Oxford Energy Co.,11,F: Wholesale Trade,509,50 Wholesale Trade-durable Goods,5093,voluntary,1992,1991-12-31,33.337,-2.541,-5.35245689850958,1.541,243.175,232.169
Pacific Drilling S.A. (2020),11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2020,2019-12-31,229.777,-229.787,-261.9171860416,-36.659,2256.559,1187.728
Pacific Gas & Electric Co. (2001),11,"E: Transportation, Communications, Electric, Gas",493,"49 Electric, Gas, And Sanitary Services",4931,voluntary,2001,2000-12-31,6854.292,-4807.0,-8065.02644997174,-1148.0,21988.0,20141.0
"Pacific Gateway Exchange, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2000,1999-12-31,604.591,10.364,17.6781845287356,25.055,374.805,260.0
"PacificAmerica Money Center, Inc.",11,"H: Finance, Insurance, And Real Estate",616,61 Non-depository Credit Institutions,6162,voluntary,1999,1998-12-31,50.448,-24.946,-43.9922635888295,-23.972,250.214,225.0
"Paging Network, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,involuntary,2000,1999-12-31,989.723,-121.121,-208.034429612269,186.415,1422.56,2212.0
"Palm Harbor Homes, Inc.",11,D: Manufacturing,245,"24 Lumber And Wood Products, Except Furniture",2452,voluntary,2010,2010-03-26,298.371,-27.302,-37.0340063618872,-22.502,357.753,298.0
Pan Am Corp.,11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,1991,1990-12-31,3916.511,-495.87,-1093.40808610698,-201.748,2072.938,3350.735
Paperweight Development Corp.,11,D: Manufacturing,267,26 Paper and Allied Products,2670,voluntary,2017,2016-12-31,690.364,22.003,26.4750870256179,51.509,387.169,699.468
Paracelsus Healthcare Corp.,11,I: Services,806,80 Health Services,8062,voluntary,2000,1999-12-31,516.537,2.834,4.84238743811169,31.734,437.058,432.0
Paragon Offshore plc,11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2016,2015-12-31,1492.428,231.822,290.176643571998,571.09,2383.865,2890.455
Paragon Offshore plc (2017),11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2017,2016-12-31,636.176,-39.461,-47.8454912331588,180.776,1903.731,2736.488
"Paragon Trade Brands, Inc.",11,D: Manufacturing,267,26 Paper and Allied Products,2670,voluntary,1998,1997-12-28,562.0,25.654,47.11652375,61.168,376.1,371.0
Parker Drilling Company,11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2018,2017-12-31,442.52,-57.983,-68.4988853016921,64.39,990.279,694.158
"Pathmark Stores, Inc.",11,G: Retail Trade,541,54 Food Stores,5411,voluntary,2000,2000-01-29,3698.0,133.742,229.711946608796,208.409,842.0,2005.0
Patriot Coal Corporation (2012),11,B: Mining,122,12 Coal Mining,1220,voluntary,2012,2011-12-31,2402.506,-100.085,-129.656958171835,191.495,3776.544,3110.393
"Pay N Pak Stores, Inc.",11,G: Retail Trade,525,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5251,voluntary,1991,1991-02-23,498.364,12.768,27.620292244898,28.993,326.321,321.464
"Payless Cashways, Inc. (1997)",11,G: Retail Trade,521,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,voluntary,1997,1996-11-30,2650.91,71.413,132.057097576324,126.429,1293.1,1003.0
"Payless Cashways, Inc. (2001)",11,G: Retail Trade,521,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,voluntary,2001,2000-11-25,1492.783,15.115,25.2027340168539,45.182,677.7,545.0
Peabody Energy Corporation,11,B: Mining,122,12 Coal Mining,1221,voluntary,2016,2015-12-31,5609.2,-1011.7,-1254.9873355875,-394.0,11021.3,10102.8
"Pegasus Gold, Inc.",11,B: Mining,104,10 Metal Mining,1040,voluntary,1998,1997-12-31,226.463,-609.956,-1120.25439933168,-560.542,201.7,357.0
"Pegasus Satellite Communications, Inc.",11,"E: Transportation, Communications, Electric, Gas",483,48 Communications,4833,voluntary,2004,2003-12-31,861.927,-3.929,-6.1471555772272,152.171,1813.882,1690.903
Penn Traffic Co (1999),11,G: Retail Trade,541,54 Food Stores,5411,voluntary,1999,1999-01-30,2828.109,20.926,37.6410546787879,98.105,1228.061,1698.0
Penn Virginia Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2016,2015-12-31,305.298,-1592.261,-1967.19916420166,144.317,517.725,1432.846
"PennCorp Financial Group, Inc.",11,"H: Finance, Insurance, And Real Estate",631,63 Insurance Carriers,6311,voluntary,2000,1999-12-31,636.64,20.618,36.0386369022379,33.934,3288.148,3135.0
"Penn-Dixie Industries, Inc.",11,D: Manufacturing,344,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3441,voluntary,1980,1979-12-31,288.318,-4.331,-15.8694790987654,3.587,176.728,121.043
Pennsylvania Real Estate Investment Trust,11,"H: Finance, Insurance, And Real Estate",679,67 Holding And Other Investment Offices,6798,voluntary,2020,2019-12-31,336.792,19.428,22.1580689162238,157.212,2351.267,1923.842
Pentacon Inc.,11,F: Wholesale Trade,507,50 Wholesale Trade-durable Goods,5072,voluntary,2002,2001-12-31,259.351,16.686,27.5436859955506,23.685,255.4,191.0
"Perfumania Holdings, Inc.",11,G: Retail Trade,590,59 Miscellaneous Retail,5900,voluntary,2017,2017-01-28,468.865,-9.75,-11.786341382948,-1.128,310.3,249.875
Pettibone Corporation,11,D: Manufacturing,353,35 Industrial and Commercial Machinery and Computer Equipment,3531,voluntary,1986,1985-03-31,183.534,3.639,9.88146645013724,7.929,155.053,164.037
"PFF Bancorp, Inc.",11,"H: Finance, Insurance, And Real Estate",603,60 Depository Institutions,6035,voluntary,2008,2008-03-31,297.814,-253.322,-357.684156203616,-246.905,4102.452,3978.0
PG&E Corp. (Pacific Gas and Electric Co.) (2019),11,"E: Transportation, Communications, Electric, Gas",493,"49 Electric, Gas, And Sanitary Services",4931,voluntary,2019,2018-12-31,16759.0,2705.0,3189.50183145818,5741.0,76995.0,64092.0
"PG&E National Energy Group, Inc.",11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,2003,2002-12-31,2075.0,-2785.0,-4494.72346383904,-2669.0,7945.0,8908.0
"Phar-Mor, Inc. (2001)",11,G: Retail Trade,591,59 Miscellaneous Retail,5912,voluntary,2001,2001-06-30,1241.012,-10.479,-17.443274049355,6.838,313.4,295.0
"PHI, Inc.",11,"E: Transportation, Communications, Electric, Gas",452,45 Transportation By Air,4522,voluntary,2019,2018-12-31,674.423,-24.069,-28.1020880756249,32.731,1262.226,788.793
Philip Services Corp. (1999),11,"E: Transportation, Communications, Electric, Gas",495,"49 Electric, Gas, And Sanitary Services",4950,voluntary,1999,1998-12-31,2000.732,-41.175,-73.5295816787004,59.672,1147.679,1541.0
Philip Services Corp. (2003),11,"E: Transportation, Communications, Electric, Gas",495,"49 Electric, Gas, And Sanitary Services",4950,voluntary,2003,2002-12-31,1118.46,18.31,29.5827603157322,58.651,601.0,665.0
Phoenix Steel Corp.,11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1983,1982-12-31,147.612,-5.446,-16.1313020159681,-1.481,137.12,125.303
PHP Healthcare Corporation,11,I: Services,801,80 Health Services,8011,voluntary,1998,1998-04-30,400.13,-33.844,-61.2487662682927,-25.644,253.6,201.0
"Pier 1 Imports, Inc.",11,G: Retail Trade,570,"57 Home Furniture, Furnishings, and Equipment Stores",5700,voluntary,2020,2019-03-02,1552.938,-167.824,-192.554680830995,-116.295,656.29,566.761
"Pierre Foods, Inc.",11,D: Manufacturing,201,20 Food and Kindred Products,2013,voluntary,2008,2008-03-01,643.27,-15.883,-21.4273943227273,20.677,349.458,441.0
Pilgrims Pride Corporation,11,D: Manufacturing,201,20 Food and Kindred Products,2015,voluntary,2008,2008-09-27,8525.112,-527.011,-744.125993182683,-292.411,3298.709,2947.0
Pillowtex Corp. (2000),11,D: Manufacturing,239,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2390,voluntary,2000,2000-01-01,1552.068,66.746,113.785253084434,126.82,1683.389,1402.0
Pillowtex Corp. (2003),11,D: Manufacturing,239,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2390,voluntary,2003,2002-12-31,934.872,-30.71,-49.5630009244155,-3.573,591.586,486.0
Pinnacle Airlines Corp.,11,"E: Transportation, Communications, Electric, Gas",451,45 Transportation By Air,4512,voluntary,2012,2011-12-31,1235.615,32.9,42.4391911684812,83.62,1475.416,1385.747
"Pioneer Companies, Inc.",11,D: Manufacturing,280,28 Chemicals and Allied Products,2800,voluntary,2001,2000-12-31,341.481,-11.513,-19.2508386535211,33.929,590.0,717.0
Pioneer Energy Services Corp.,11,B: Mining,138,13 Oil And Gas Extraction,1381,voluntary,2020,2019-12-31,575.792,-37.551,-43.1785217713035,53.333,673.954,569.878
"Planet Hollywood International, Inc.",11,G: Retail Trade,581,58 Eating and Drinking Places,5812,voluntary,1999,1998-12-27,386.974,-61.786,-109.024372425684,-36.762,472.627,366.312
Pliant Corporation (2006),11,D: Manufacturing,267,26 Paper and Allied Products,2673,voluntary,2006,2005-12-31,1072.8,47.375,70.9064945789208,87.913,820.9,1456.0
"PMI Group, Inc.",11,"H: Finance, Insurance, And Real Estate",635,63 Insurance Carriers,6351,voluntary,2011,2010-12-31,641.118,-738.478,-968.828426671971,-718.878,4218.987,3803.717
Polaroid Corp,11,D: Manufacturing,386,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3861,voluntary,2001,2000-12-31,1855.6,103.3,172.533090039392,217.2,2043.0,1668.0
"Polymer Group, Inc.",11,D: Manufacturing,222,22 Textile Mill Products,2221,involuntary,2002,2001-12-29,815.566,27.221,44.9338772914349,95.721,1232.2,1281.0
"Pope & Talbot, Inc.",11,D: Manufacturing,261,26 Paper and Allied Products,2611,voluntary,2007,2006-12-31,841.14,-17.768,-25.0879595432921,24.392,662.019,542.0
Presidio Oil Company,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,1996,1995-12-31,40.643,-1.753,-3.40278051667757,13.517,259.6,291.941
"Primus Telecommunications Group, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2009,2008-12-31,895.863,32.777,45.7363200235073,65.568,330.444,792.0
Public Service Co of New Hampshire,11,"E: Transportation, Communications, Electric, Gas",491,"49 Electric, Gas, And Sanitary Services",4911,voluntary,1988,1987-12-31,549.108,133.749,343.096818954192,165.145,2639.391,1965.67
"Pyxus International, Inc.",11,F: Wholesale Trade,515,51 Wholesale Trade-non-durable Goods,5150,voluntary,2020,2020-03-31,1527.261,25.663,29.545345411312,61.491,1763.063,1839.371
Quicksilver Resources Inc.,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2015,2014-12-31,569.428,85.434,107.388879751312,146.56,1214.302,2352.173
"Quiksilver, Inc.",11,D: Manufacturing,232,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2320,voluntary,2015,2014-10-31,762.841,-39.156,-48.8406284309399,12.782,1256.664,1199.154
Quorum Health Corporation,11,I: Services,806,80 Health Services,8062,voluntary,2020,2019-12-31,1689.626,52.67,60.971016658281,110.283,1491.885,1725.601
R.H. Donnelley Corporation,11,I: Services,731,73 Business Services,7310,voluntary,2009,2008-12-31,2616.811,862.853,1197.25190201496,1346.121,11880.709,12374.0
